bgc name,x position,y position,bgc type
15294.assembled_unknown.cluster072,3.8428667,22.217205,cf_putative
15294.assembled_unknown.cluster073,28.90778,39.574345,cf_saccharide
15294.assembled_unknown.cluster074,25.511742,6.443021,cf_putative
15294.assembled_unknown.cluster075,30.182268,3.9488769,cf_putative
15294.assembled_unknown.cluster076,5.4666896,19.635017,cf_putative
15294.assembled_unknown.cluster077,-0.05290731,22.558458,nrps
15294.assembled_unknown.cluster078,25.919924,18.336718,cf_putative
15294.assembled_unknown.cluster079,-2.2881522,-3.9729104,ASpks TB sRNA
15294.assembled_unknown.cluster080,-5.841168,26.034655,nrps
15294.assembled_unknown.cluster081,35.105827,26.665848,other
15294.assembled_unknown.cluster082,1.482386,21.80453,nrps
15294.assembled_unknown.cluster083,23.987938,41.683174,cf_fatty_acid
2515154186_c00001_B103DRA...cluster001,-80.48324,-25.33018,cf_putative
2515154186_c00001_B103DRA...cluster002,-73.78955,36.16963,cf_putative
2515154186_c00001_B103DRA...cluster003,2.3866794,-55.05883,lantipeptide
2515154186_c00001_B103DRA...cluster004,61.835365,-55.451317,cf_putative
2515154186_c00001_B103DRA...cluster005,-13.391343,-72.8014,cf_putative
2515154186_c00001_B103DRA...cluster006,-37.917664,3.0131083,cf_fatty_acid 
2515154186_c00001_B103DRA...cluster007,-36.68244,57.49698,cf_putative
2515154186_c00001_B103DRA...cluster008,-72.009384,-53.329918,cf_putative
2515154186_c00001_B103DRA...cluster009,-26.66727,-12.06922,bacteriocin
2515154186_c00001_B103DRA...cluster010,-57.181557,-40.7906,other
2515154186_c00001_B103DRA...cluster011,-58.097446,-19.137407,cf_putative
2515154186_c00001_B103DRA...cluster012,-11.987972,-92.54704,cf_saccharide
2515154186_c00001_B103DRA...cluster013,89.70873,11.747472,cf_saccharide
2515154186_c00001_B103DRA...cluster014,-2.1128569,55.605392,cf_putative
2515154186_c00001_B103DRA...cluster015,-94.78776,8.22088,cf_saccharide-siderophore
2515154186_c00001_B103DRA...cluster016,-12.971659,-53.15165,cf_putative
2515154186_c00001_B103DRA...cluster017,5.228679,-42.03374,cf_putative
2515154186_c00001_B103DRA...cluster018,18.29718,-38.957058,cf_putative
2515154186_c00001_B103DRA...cluster019,10.604826,4.940818,cf_putative
2515154186_c00001_B103DRA...cluster020,10.482101,24.186447,cf_putative
2515154186_c00001_B103DRA...cluster021,40.356697,-11.035807,cf_putative
2515154186_c00001_B103DRA...cluster022,-30.171803,-73.80574,cf_saccharide
2515154186_c00001_B103DRA...cluster023,74.51485,-35.57829,indole
2515154186_c00001_B103DRA...cluster024,-51.82608,-67.509285,cf_putative
2515154186_c00001_B103DRA...cluster025,-51.929806,46.34032,cf_putative
2515154186_c00001_B103DRA...cluster026,57.03262,-27.081236,t1pks-otherks
2515154186_c00001_B103DRA...cluster027,44.89321,-31.001064,t1pks-ladderane-cf_fatty_acid -arylpolyene-nrps
2515154186_c00001_B103DRA...cluster028,-70.02851,-0.4561394,nrps
2515154186_c00001_B103DRA...cluster029,-53.35535,8.352377,terpene
2515154186_c00001_B103DRA...cluster030,-50.886097,-3.961161,cf_saccharide
2515154186_c00001_B103DRA...cluster031,50.73174,73.03738,cf_putative
2515154186_c00001_B103DRA...cluster032,18.15107,21.23842,cf_putative
2515154186_c00001_B103DRA...cluster033,31.38894,-36.106823,t1pks
2515154186_c00001_B103DRA...cluster034,67.6929,26.859785,cf_putative
2515154186_c00001_B103DRA...cluster035,43.52383,35.356052,cf_putative
2515154186_c00001_B103DRA...cluster036,1.7381197,-79.21015,cf_putative
2515154186_c00001_B103DRA...cluster037,-30.0743,-43.844433,lantipeptide-nrps
2515154186_c00001_B103DRA...cluster038,62.040745,-11.613303,cf_putative
2515154186_c00001_B103DRA...cluster039,-31.033344,-12.119388,t1pks
2515154186_c00001_B103DRA...cluster040,45.012177,-1.586591,cf_putative
2515154186_c00001_B103DRA...cluster041,9.547007,58.90251,cf_putative
2515154186_c00001_B103DRA...cluster042,-43.403526,-33.5786,cf_putative
2515154186_c00001_B103DRA...cluster043,-69.95029,14.872115,t1pks
2515154186_c00001_B103DRA...cluster044,-26.072218,78.01184,cf_putative
2515154186_c00001_B103DRA...cluster045,-51.444313,32.59717,t1pks
2515154186_c00001_B103DRA...cluster046,-44.243004,25.104095,terpene
2515154186_c00001_B103DRA...cluster047,34.677944,50.14421,cf_putative
2515154186_c00001_B103DRA...cluster048,20.088757,-72.858154,t2pks-cf_fatty_acid 
2515154186_c00001_B103DRA...cluster049,-37.00379,-54.97798,t1pks
2515154186_c00001_B103DRA...cluster050,26.668043,-53.449417,ladderane
2515154186_c00001_B103DRA...cluster051,-91.2339,-10.139443,cf_putative
2515154186_c00001_B103DRA...cluster052,84.58756,-12.973665,cf_putative
2515154186_c00001_B103DRA...cluster053,36.870117,-25.28357,oligosaccharide-nrps-t1pks-otherks
2515154186_c00001_B103DRA...cluster054,44.871376,7.464032,cf_putative
2515154186_c00001_B103DRA...cluster055,-11.207943,-35.369076,terpene
2515154186_c00001_B103DRA...cluster056,-22.49742,-24.002087,thiopeptide
2515154186_c00001_B103DRA...cluster057,25.133205,-7.274701,cf_putative
2515154186_c00001_B103DRA...cluster058,4.2480354,74.11928,t1pks
2515154186_c00001_B103DRA...cluster059,48.491634,20.600641,butyrolactone
2515154186_c00001_B103DRA...cluster060,51.89551,13.146966,t1pks-nrps
2515154186_c00001_B103DRA...cluster061,12.751724,-93.92117,t3pks
2515154186_c00001_B103DRA...cluster062,-8.081224,74.934364,cf_putative
2515154186_c00001_B103DRA...cluster063,-10.594393,61.798325,lantipeptide
2515154186_c00001_B103DRA...cluster064,-62.811817,22.76588,other
2515154186_c00001_B103DRA...cluster065,35.320835,-56.257824,amglyccycl
2515154186_c00001_B103DRA...cluster066,50.93198,10.824253,nrps
2515154186_c00001_B103DRA...cluster067,-1.2650943,-18.850952,t1pks
2515154186_c00001_B103DRA...cluster068,6.0900726,-0.7317272,t1pks
2515154186_c00001_B103DRA...cluster069,-7.498472,-12.04838,t1pks
2516143022_scaffold1.cluster001,81.42639,-8.272515,cf_putative
2516143022_scaffold1.cluster002,-88.9456,-6.939569,cf_putative
2516143022_scaffold1.cluster003,85.601425,15.432793,cf_putative
2516143022_scaffold1.cluster004,-12.990243,-92.280846,cf_saccharide
2516143022_scaffold1.cluster005,-58.763012,-18.298878,cf_putative
2516143022_scaffold1.cluster006,-57.078964,-43.106308,other
2516143022_scaffold1.cluster007,37.286835,-25.576878,oligosaccharide-otherks-t1pks-nrps
2516143022_scaffold1.cluster008,44.88722,-30.888163,arylpolyene-t1pks-ladderane-cf_fatty_acid -nrps
2516143022_scaffold1.cluster009,57.82555,-26.487127,t1pks-otherks
2516143022_scaffold1.cluster010,40.239635,-11.209525,cf_putative
2516143022_scaffold1.cluster011,-32.133736,-75.34603,cf_saccharide
2516143022_scaffold1.cluster012,73.00913,-34.955658,indole
2516143022_scaffold1.cluster013,-51.82608,-67.509285,cf_putative
2516143022_scaffold1.cluster014,-51.307686,46.73357,cf_putative
2516143022_scaffold1.cluster015,-11.4430065,60.07004,lantipeptide
2516143022_scaffold1.cluster016,35.41668,-56.456535,amglyccycl
2516143022_scaffold1.cluster017,44.581966,7.88686,cf_putative
2516143022_scaffold1.cluster018,-11.207328,-35.369366,terpene
2516143022_scaffold1.cluster019,-21.656364,-24.293394,thiopeptide
2516143022_scaffold1.cluster020,28.561792,9.942003,cf_putative
2516143022_scaffold1.cluster021,22.556765,-73.08743,t2pks-cf_fatty_acid 
2516143022_scaffold1.cluster022,-93.67249,7.728442,cf_saccharide-siderophore
2516143022_scaffold1.cluster023,-13.830942,-53.417816,cf_putative
2516143022_scaffold1.cluster024,5.4709744,-41.43651,cf_putative
2516143022_scaffold1.cluster025,18.287981,-38.969803,cf_putative
2516143022_scaffold1.cluster026,14.842394,79.74433,fused
2516143022_scaffold1.cluster027,48.719685,21.587986,butyrolactone
2516143022_scaffold1.cluster028,-17.556217,27.870222,t1pks-nrps
2516143022_scaffold1.cluster029,-67.9129,16.745144,t1pks
2516143022_scaffold1.cluster030,-41.61557,-33.484936,cf_putative
2516143022_scaffold1.cluster031,-40.334084,-17.09274,bacteriocin-t1pks
2516143022_scaffold1.cluster032,-72.779175,-50.186016,cf_putative
2516143022_scaffold1.cluster033,-35.96797,56.25433,cf_putative
2516143022_scaffold1.cluster034,-38.070927,3.38613,cf_fatty_acid 
2516143022_scaffold1.cluster035,51.595985,12.238279,t1pks-nrps
2516143022_scaffold1.cluster036,-6.8177238,74.620445,cf_putative
2516143022_scaffold1.cluster037,-73.20802,36.474014,cf_putative
2516143022_scaffold1.cluster038,3.826657,-59.579628,cf_putative
2516143022_scaffold1.cluster039,61.5513,-54.977722,cf_putative
2516143022_scaffold1.cluster040,-13.146234,-74.21359,cf_putative
2516143022_scaffold1.cluster041,61.76978,12.599131,cf_putative
2516143022_scaffold1.cluster042,12.831538,-94.91059,t3pks
2516143022_scaffold1.cluster043,-54.82876,1.9146628,terpene-cf_saccharide-nrps
2516143022_scaffold1.cluster044,23.965992,66.379234,cf_putative
2516143022_scaffold1.cluster045,-25.658579,77.84634,cf_putative
2516143022_scaffold1.cluster046,3.210137,13.951207,cf_putative
2516143022_scaffold1.cluster047,49.238056,42.750725,cf_putative
2516143022_scaffold1.cluster048,0.22908358,-77.974014,cf_putative
2516143022_scaffold1.cluster049,-28.786655,-42.087833,lantipeptide-nrps
2516143022_scaffold1.cluster050,62.040745,-11.613303,cf_putative
2516143022_scaffold1.cluster051,67.12955,26.99493,cf_putative
2516143022_scaffold1.cluster052,30.503452,-37.06789,t1pks
2516143022_scaffold1.cluster053,51.501297,70.44222,cf_putative
2516143022_scaffold1.cluster054,-77.64367,-29.250786,cf_putative
2516143022_scaffold1.cluster055,-3.5020115,41.209858,lantipeptide
2516143022_scaffold1.cluster056,25.739977,-53.099316,ladderane
2516143022_scaffold1.cluster057,-52.23269,31.224287,t1pks
2516143022_scaffold1.cluster058,-44.078495,24.809105,terpene
2516143022_scaffold1.cluster059,34.92844,50.07344,cf_putative
2516653042_c00001_Salpac5...cluster001,2.9376767,8.561292,t1pks
2516653042_c00001_Salpac5...cluster002,-38.844402,-19.807709,bacteriocin-t1pks
2516653042_c00001_Salpac5...cluster003,-77.26459,-50.650593,cf_putative
2516653042_c00001_Salpac5...cluster004,-41.71742,61.35825,cf_putative
2516653042_c00001_Salpac5...cluster005,62.459946,43.718304,cf_putative
2516653042_c00001_Salpac5...cluster006,-34.13279,5.0515575,cf_fatty_acid 
2516653042_c00001_Salpac5...cluster007,-6.8892746,13.494006,cf_putative
2516653042_c00001_Salpac5...cluster008,-71.2583,35.36984,cf_putative
2516653042_c00001_Salpac5...cluster009,6.719324,-63.07851,cf_putative
2516653042_c00001_Salpac5...cluster010,64.504616,-55.28862,cf_putative
2516653042_c00001_Salpac5...cluster011,-4.10589,20.372395,lantipeptide-nrps
2516653042_c00001_Salpac5...cluster012,0.7490416,10.834119,cf_putative
2516653042_c00001_Salpac5...cluster013,3.894321,-99.27141,t3pks
2516653042_c00001_Salpac5...cluster014,25.045238,68.57598,t2pks-cf_fatty_acid 
2516653042_c00001_Salpac5...cluster015,-55.85261,1.4947422,terpene-cf_saccharide-nrps
2516653042_c00001_Salpac5...cluster016,-25.609173,82.53143,cf_putative
2516653042_c00001_Salpac5...cluster017,47.171383,39.04283,cf_putative
2516653042_c00001_Salpac5...cluster018,-27.93818,-45.401524,lantipeptide-nrps
2516653042_c00001_Salpac5...cluster019,45.998447,-13.889313,cf_putative
2516653042_c00001_Salpac5...cluster020,-11.3462715,23.501465,cf_putative
2516653042_c00001_Salpac5...cluster021,-7.596738,43.27836,lantipeptide
2516653042_c00001_Salpac5...cluster022,49.911118,69.50124,cf_putative
2516653042_c00001_Salpac5...cluster023,-76.47672,-25.900833,cf_putative
2516653042_c00001_Salpac5...cluster024,-37.359455,18.006968,cf_putative
2516653042_c00001_Salpac5...cluster025,77.03723,-4.798343,cf_putative
2516653042_c00001_Salpac5...cluster026,-89.5294,-9.337212,cf_putative
2516653042_c00001_Salpac5...cluster027,87.73354,7.3994384,cf_putative
2516653042_c00001_Salpac5...cluster028,-20.398308,-95.39564,cf_saccharide
2516653042_c00001_Salpac5...cluster029,-59.3286,-21.91781,cf_putative
2516653042_c00001_Salpac5...cluster030,-56.688313,-39.801685,other
2516653042_c00001_Salpac5...cluster031,52.03189,21.481417,butyrolactone
2516653042_c00001_Salpac5...cluster032,-19.825642,34.404953,nrps
2516653042_c00001_Salpac5...cluster033,-22.849903,33.247334,t1pks-nrps
2516653042_c00001_Salpac5...cluster034,-34.611393,-82.53738,cf_saccharide
2516653042_c00001_Salpac5...cluster035,79.076904,-30.849894,t1pks-cf_fatty_acid -indole-nrps
2516653042_c00001_Salpac5...cluster036,-51.861652,-66.52908,cf_putative
2516653042_c00001_Salpac5...cluster037,-34.34332,37.508183,bacteriocin
2516653042_c00001_Salpac5...cluster038,24.965858,-21.622604,nrps
2516653042_c00001_Salpac5...cluster039,-21.702015,-4.051108,cf_putative
2516653042_c00001_Salpac5...cluster040,39.759045,-64.118004,amglyccycl-cf_saccharide
2516653042_c00001_Salpac5...cluster041,-15.948879,-31.472872,thiopeptide-terpene
2516653042_c00001_Salpac5...cluster042,21.00543,-74.321495,t2pks-cf_fatty_acid 
2516653042_c00001_Salpac5...cluster043,-86.031166,8.140243,siderophore
2516653042_c00001_Salpac5...cluster044,-16.965134,-56.18978,cf_putative
2516653042_c00001_Salpac5...cluster045,9.464566,-43.00587,cf_putative
2516653042_c00001_Salpac5...cluster046,21.157759,-27.725342,t1pks
2516653042_c00001_Salpac5...cluster047,-2.238665,-1.4940735,t1pks-nrps
2517287019_c00001_Salpac3...cluster001,16.671284,-19.294983,t1pks
2517287019_c00001_Salpac3...cluster002,20.286602,-21.038813,nrps
2517287019_c00001_Salpac3...cluster003,23.014397,-26.552372,t1pks
2517287019_c00001_Salpac3...cluster004,15.331721,-42.22055,cf_putative
2517287019_c00001_Salpac3...cluster005,2.0639496,-40.56406,cf_putative
2517287019_c00001_Salpac3...cluster006,-18.523418,-58.416023,cf_putative
2517287019_c00001_Salpac3...cluster007,-88.949295,9.665464,cf_putative
2517287019_c00001_Salpac3...cluster008,22.092144,-74.958435,t2pks-cf_fatty_acid 
2517287019_c00001_Salpac3...cluster009,-15.308966,-28.86713,thiopeptide-terpene-siderophore
2517287019_c00001_Salpac3...cluster010,38.827812,-64.69391,amglyccycl-cf_saccharide
2517287019_c00001_Salpac3...cluster011,-34.327587,39.169395,bacteriocin
2517287019_c00001_Salpac3...cluster012,-55.739594,-71.78799,t2pks
2517287019_c00001_Salpac3...cluster013,55.844776,1.6411674,cf_putative
2517287019_c00001_Salpac3...cluster014,-35.021557,-81.238434,cf_saccharide
2517287019_c00001_Salpac3...cluster015,-21.10267,35.39049,t1pks-nrps
2517287019_c00001_Salpac3...cluster016,-57.08431,-43.16356,other
2517287019_c00001_Salpac3...cluster017,-57.707592,-22.247437,cf_putative
2517287019_c00001_Salpac3...cluster018,-19.482159,-94.75802,cf_saccharide
2517287019_c00001_Salpac3...cluster019,48.204388,-45.902927,fused
2517287019_c00001_Salpac3...cluster020,85.09481,14.48588,cf_putative
2517287019_c00001_Salpac3...cluster021,74.80646,-4.4340515,cf_putative
2517287019_c00001_Salpac3...cluster022,85.77577,-15.226407,cf_putative
2517287019_c00001_Salpac3...cluster023,37.08805,49.36843,cf_putative
2517287019_c00001_Salpac3...cluster024,-37.881042,17.950169,cf_putative
2517287019_c00001_Salpac3...cluster025,-6.2459116,24.797005,nrps
2517287019_c00001_Salpac3...cluster026,33.58874,0.18104795,other
2517287019_c00001_Salpac3...cluster027,-80.02734,-25.659534,cf_putative
2517287019_c00001_Salpac3...cluster028,51.442184,68.35387,cf_putative
2517287019_c00001_Salpac3...cluster029,-6.046498,32.81453,lantipeptide-t1pks-nrps
2517287019_c00001_Salpac3...cluster030,36.022404,19.721495,cf_putative
2517287019_c00001_Salpac3...cluster031,15.77613,-2.670908,cf_putative
2517287019_c00001_Salpac3...cluster032,69.73243,30.001286,cf_putative
2517287019_c00001_Salpac3...cluster033,54.615627,-12.2068,cf_putative
2517287019_c00001_Salpac3...cluster034,-0.732848,-77.641304,cf_putative
2517287019_c00001_Salpac3...cluster035,45.845547,38.277393,cf_putative
2517287019_c00001_Salpac3...cluster036,25.591946,62.231667,cf_putative
2517287019_c00001_Salpac3...cluster037,-63.24117,0.7338514,terpene-nrps
2517287019_c00001_Salpac3...cluster038,3.3735144,-99.25888,t3pks
2517287019_c00001_Salpac3...cluster039,3.7922623,21.454779,cf_fatty_acid -furan
2517287019_c00001_Salpac3...cluster040,5.735041,32.050243,cf_putative
2517287019_c00001_Salpac3...cluster041,24.453215,6.512579,cf_putative
2517287019_c00001_Salpac3...cluster042,-24.371363,63.547462,cf_putative
2517287019_c00001_Salpac3...cluster043,65.32995,-52.699394,cf_putative
2517287019_c00001_Salpac3...cluster044,7.9645233,-58.85697,cf_putative
2517287019_c00001_Salpac3...cluster045,-84.939316,26.72727,cf_putative
2517287019_c00001_Salpac3...cluster046,19.17399,22.96828,cf_putative
2517287019_c00001_Salpac3...cluster047,-33.010067,0.6171711,cf_fatty_acid 
2517287019_c00001_Salpac3...cluster048,62.756607,44.270275,cf_putative
2517287019_c00001_Salpac3...cluster049,-39.480816,59.43677,cf_putative
2517287019_c00001_Salpac3...cluster050,-78.10336,-52.472607,cf_putative
2517287019_c00001_Salpac3...cluster051,-37.846767,-19.369709,bacteriocin-t1pks
2517287019_c00001_Salpac3...cluster052,-39.41883,-32.290676,cf_putative
2517287019_c00001_Salpac3...cluster053,-64.06036,26.592602,nrps
2517287019_c00001_Salpac3...cluster054,-11.996432,32.748535,nrps
2517287019_c00001_Salpac3...cluster055,52.195873,25.236221,butyrolactone
2517287019_c00001_Salpac3...cluster056,6.6740074,72.76636,t1pks
34950.assembled_unknown.cluster001,5.68342,39.9297,siderophore
34950.assembled_unknown.cluster002,85.542725,-11.226755,cf_putative
34950.assembled_unknown.cluster003,12.931372,10.246619,cf_putative
34950.assembled_unknown.cluster004,32.160847,29.11673,other
34950.assembled_unknown.cluster005,-21.462847,7.9827557,cf_putative
34950.assembled_unknown.cluster006,72.65164,-3.185938,cf_putative
34950.assembled_unknown.cluster007,-22.480274,44.89461,cf_putative
34950.assembled_unknown.cluster008,5.6594815,13.621273,cf_putative
34950.assembled_unknown.cluster009,-4.1171765,13.617024,cf_putative
34950.assembled_unknown.cluster010,9.893022,7.6620264,cf_putative
34950.assembled_unknown.cluster011,53.386433,2.8019013,t2pks
34950.assembled_unknown.cluster012,-1.3857105,11.38439,cf_putative
34950.assembled_unknown.cluster013,8.630219,45.716885,cf_putative
34950.assembled_unknown.cluster014,28.074623,26.406864,terpene
34950.assembled_unknown.cluster015,-2.903485,23.078016,nrps
34950.assembled_unknown.cluster016,8.004081,16.99889,cf_putative
34950.assembled_unknown.cluster017,-1.489875,2.5469496,ASpks TB sRNA
34950.assembled_unknown.cluster018,18.01762,51.591026,cf_putative
34950.assembled_unknown.cluster019,-0.20692065,37.577778,siderophore
34950.assembled_unknown.cluster020,-34.45215,25.324835,terpene
34950.assembled_unknown.cluster021,-9.86196,-0.46898773,cf_putative
34950.assembled_unknown.cluster022,-15.623608,22.094278,cf_putative
34950.assembled_unknown.cluster023,19.127337,-0.8700611,cf_fatty_acid 
34950.assembled_unknown.cluster024,-17.87615,51.995323,cf_putative
34950.assembled_unknown.cluster025,12.012497,50.95085,nrps-phenazine
34950.assembled_unknown.cluster026,-13.94464,-15.786879,cf_putative
34950.assembled_unknown.cluster027,20.015804,14.137078,cf_putative
34950.assembled_unknown.cluster028,7.105,22.640701,nrps
34950.assembled_unknown.cluster029,34.683178,33.67093,cf_putative
34950.assembled_unknown.cluster030,5.61612,21.307425,cf_putative
34950.assembled_unknown.cluster031,-8.142744,17.872608,lantipeptide
34950.assembled_unknown.cluster032,-0.184421,42.91215,tRNA_His_GTG
34950.assembled_unknown.cluster033,-12.490512,7.1102815,cf_putative
34950.assembled_unknown.cluster034,8.466981,-1.1259317,cf_putative
34950.assembled_unknown.cluster035,10.2120695,-0.0020949384,cf_putative
34950.assembled_unknown.cluster036,11.352349,11.097928,cf_putative
34950.assembled_unknown.cluster037,6.5995855,6.3763623,cf_putative
34950.assembled_unknown.cluster038,-35.067074,62.16854,TPP riboswitch (THI element)
34950.assembled_unknown.cluster039,7.1093245,24.835283,cf_putative
34950.assembled_unknown.cluster040,22.34644,2.7979038,cf_saccharide
34950.assembled_unknown.cluster041,-5.7524543,37.177876,lassopeptide
34950.assembled_unknown.cluster042,23.324345,9.471062,cf_putative
34950.assembled_unknown.cluster043,-22.591305,-32.97372,ydaO/yuaA leader
34950.assembled_unknown.cluster044,3.216631,17.725115,cf_putative
34950.assembled_unknown.cluster045,27.961365,14.777757,tRNA_Glu_TTC
34950.assembled_unknown.cluster046,3.7927437,12.152635,tRNA_Gly_CCC
34950.assembled_unknown.cluster047,17.471355,22.66009,cf_putative
34950.assembled_unknown.cluster048,1.4164796,14.311773,lassopeptide
34950.assembled_unknown.cluster049,27.201847,0.5857319,cf_putative
34950.assembled_unknown.cluster050,13.115797,43.114906,terpene
34950.assembled_unknown.cluster051,32.163692,44.761932,cf_putative
34950.assembled_unknown.cluster052,7.386991,15.467109,cf_putative
34950.assembled_unknown.cluster053,9.158221,20.568121,cf_putative
34950.assembled_unknown.cluster054,15.34271,0.78777856,bacteriocin
34950.assembled_unknown.cluster055,5.2883005,14.954245,cf_putative
34950.assembled_unknown.cluster056,-27.12697,1.1357207,cf_fatty_acid 
34950.assembled_unknown.cluster057,-28.016264,14.368998,tRNA_Ala_TGC
34950.assembled_unknown.cluster058,15.708468,-10.590052,tRNA_Arg_CCT
34950.assembled_unknown.cluster059,9.55625,35.244198,ectoine
34950.assembled_unknown.cluster060,-0.9405099,11.5452385,cf_putative
34950.assembled_unknown.cluster061,3.9647686,28.929129,Cobalamin riboswitch
34950.assembled_unknown.cluster062,-5.794827,20.780195,lantipeptide-lassopeptide
34950.assembled_unknown.cluster063,59.457634,-9.540395,cf_putative
34950.assembled_unknown.cluster064,16.614582,40.12565,cf_putative
34950.assembled_unknown.cluster065,4.8240404,11.909625,cf_putative
34950.assembled_unknown.cluster066,8.190794,21.437025,t3pks-terpene
34950.assembled_unknown.cluster067,-10.174042,10.684048,cf_putative
34950.assembled_unknown.cluster068,19.983896,39.495846,cf_putative
34950.assembled_unknown.cluster069,11.079605,20.4196,cf_putative
34950.assembled_unknown.cluster070,19.4969,-11.095423,cf_putative
34950.assembled_unknown.cluster071,-14.330476,-8.659794,cf_putative
34950.assembled_unknown.cluster072,6.440053,16.991266,cf_putative
34950.assembled_unknown.cluster073,4.9253736,9.069901,cf_putative
34950.assembled_unknown.cluster074,8.977009,31.083485,cf_putative
34950.assembled_unknown.cluster075,-30.826267,25.417427,terpene
