bgc name,x position,y position,bgc type
15294.assembled_unknown.cluster080,-39.3333,-2.3396156,nrps
15294.assembled_unknown.cluster081,-25.794405,-23.211676,other
15294.assembled_unknown.cluster082,-35.701485,1.8649125,nrps
15294.assembled_unknown.cluster083,-24.269537,10.696831,cf_fatty_acid
2515154186_c00001_B103DRA...cluster001,-50.989258,44.47899,cf_putative
2515154186_c00001_B103DRA...cluster002,58.762215,-54.85293,cf_putative
2515154186_c00001_B103DRA...cluster003,-10.271425,-5.98808,lantipeptide
2515154186_c00001_B103DRA...cluster004,80.16466,25.262394,cf_putative
2515154186_c00001_B103DRA...cluster005,15.297934,-17.178322,cf_putative
2515154186_c00001_B103DRA...cluster006,79.3693,-20.468273,cf_fatty_acid 
2515154186_c00001_B103DRA...cluster007,52.70255,57.78938,cf_putative
2515154186_c00001_B103DRA...cluster008,12.469508,-94.65362,cf_putative
2515154186_c00001_B103DRA...cluster009,10.033385,-17.27953,bacteriocin
2515154186_c00001_B103DRA...cluster010,-14.90199,-83.496216,other
2515154186_c00001_B103DRA...cluster011,-19.597673,69.36996,cf_putative
2515154186_c00001_B103DRA...cluster012,-10.935668,89.74638,cf_saccharide
2515154186_c00001_B103DRA...cluster013,-20.239262,33.208813,cf_saccharide
2515154186_c00001_B103DRA...cluster014,39.37121,19.386156,cf_putative
2515154186_c00001_B103DRA...cluster015,52.930954,29.987814,cf_saccharide-siderophore
2515154186_c00001_B103DRA...cluster016,-87.35477,-26.969555,cf_putative
2515154186_c00001_B103DRA...cluster017,-50.27073,73.87252,cf_putative
2515154186_c00001_B103DRA...cluster018,-20.964281,-50.45382,cf_putative
2515154186_c00001_B103DRA...cluster019,21.805338,40.632572,cf_putative
2515154186_c00001_B103DRA...cluster020,-18.491827,28.455833,cf_putative
2515154186_c00001_B103DRA...cluster021,-38.30402,27.727125,cf_putative
2515154186_c00001_B103DRA...cluster022,36.67456,-81.7697,cf_saccharide
2515154186_c00001_B103DRA...cluster023,-2.138515,-46.421963,indole
2515154186_c00001_B103DRA...cluster024,8.035153,68.98948,cf_putative
2515154186_c00001_B103DRA...cluster025,7.938268,-1.2785058,cf_putative
2515154186_c00001_B103DRA...cluster026,-76.850945,31.368336,t1pks-otherks
2515154186_c00001_B103DRA...cluster027,-82.757805,24.923693,t1pks-ladderane-cf_fatty_acid -arylpolyene-nrps
2515154186_c00001_B103DRA...cluster028,22.9999,-68.269035,nrps
2515154186_c00001_B103DRA...cluster029,-11.995045,-28.070251,terpene
2515154186_c00001_B103DRA...cluster030,22.014662,68.538536,cf_saccharide
2515154186_c00001_B103DRA...cluster031,-51.475594,12.328546,cf_putative
2515154186_c00001_B103DRA...cluster032,-1.1413846,-0.34746727,cf_putative
2515154186_c00001_B103DRA...cluster033,7.2669687,-54.050457,t1pks
2515154186_c00001_B103DRA...cluster034,-29.278093,-9.78565,cf_putative
2515154186_c00001_B103DRA...cluster035,-35.338814,-46.596813,cf_putative
2515154186_c00001_B103DRA...cluster036,14.346081,0.81996715,cf_putative
2515154186_c00001_B103DRA...cluster037,99.13139,-4.80353,lantipeptide-nrps
2515154186_c00001_B103DRA...cluster038,5.5198703,23.80383,cf_putative
2515154186_c00001_B103DRA...cluster039,15.1264925,-41.11662,t1pks
2515154186_c00001_B103DRA...cluster040,-64.50316,-2.9354043,cf_putative
2515154186_c00001_B103DRA...cluster041,-56.134758,15.585482,cf_putative
2515154186_c00001_B103DRA...cluster042,-19.428263,-22.187689,cf_putative
2515154186_c00001_B103DRA...cluster043,37.881256,-25.744066,t1pks
2515154186_c00001_B103DRA...cluster044,-70.43202,7.395437,cf_putative
2515154186_c00001_B103DRA...cluster045,-68.47589,-34.68776,t1pks
2515154186_c00001_B103DRA...cluster046,-2.2181656,-10.700918,terpene
2515154186_c00001_B103DRA...cluster047,-61.16386,-5.301175,cf_putative
2515154186_c00001_B103DRA...cluster048,-78.804,-8.627257,t2pks-cf_fatty_acid 
2515154186_c00001_B103DRA...cluster049,63.839603,-11.154066,t1pks
2515154186_c00001_B103DRA...cluster050,-32.045303,-67.39286,ladderane
2515154186_c00001_B103DRA...cluster051,-3.823742,19.019003,cf_putative
2515154186_c00001_B103DRA...cluster052,-31.79536,58.693542,cf_putative
2515154186_c00001_B103DRA...cluster053,-79.18249,20.653671,oligosaccharide-nrps-t1pks-otherks
2515154186_c00001_B103DRA...cluster054,-20.807068,-57.66926,cf_putative
2515154186_c00001_B103DRA...cluster055,36.979923,-47.202045,terpene
2515154186_c00001_B103DRA...cluster056,41.877834,9.358755,thiopeptide
2515154186_c00001_B103DRA...cluster057,-40.26951,15.062739,cf_putative
2515154186_c00001_B103DRA...cluster058,49.687157,-14.792942,t1pks
2515154186_c00001_B103DRA...cluster059,-30.859535,23.158121,butyrolactone
2515154186_c00001_B103DRA...cluster060,30.238256,1.7689694,t1pks-nrps
2515154186_c00001_B103DRA...cluster061,62.935566,3.9819598,t3pks
2515154186_c00001_B103DRA...cluster062,55.70719,-29.603611,cf_putative
2515154186_c00001_B103DRA...cluster063,13.588577,47.18711,lantipeptide
2515154186_c00001_B103DRA...cluster064,49.624992,-10.156326,other
2515154186_c00001_B103DRA...cluster065,10.285406,-27.88702,amglyccycl
2515154186_c00001_B103DRA...cluster066,13.39449,-52.66915,nrps
2515154186_c00001_B103DRA...cluster067,-60.982353,-47.690605,t1pks
2515154186_c00001_B103DRA...cluster068,-58.76524,-46.33613,t1pks
2515154186_c00001_B103DRA...cluster069,-49.57715,-15.054869,t1pks
2516143022_scaffold1.cluster001,-27.045116,53.552845,cf_putative
2516143022_scaffold1.cluster002,-6.5124764,15.393381,cf_putative
2516143022_scaffold1.cluster003,-58.809616,-0.1488756,cf_putative
2516143022_scaffold1.cluster004,-11.951098,89.424545,cf_saccharide
2516143022_scaffold1.cluster005,-18.585403,69.60385,cf_putative
2516143022_scaffold1.cluster006,-17.095518,-77.872765,other
2516143022_scaffold1.cluster007,-79.72523,20.980019,oligosaccharide-otherks-t1pks-nrps
2516143022_scaffold1.cluster008,-82.95861,24.856625,arylpolyene-t1pks-ladderane-cf_fatty_acid -nrps
2516143022_scaffold1.cluster009,-76.986046,31.918123,t1pks-otherks
2516143022_scaffold1.cluster010,-40.561237,27.923489,cf_putative
2516143022_scaffold1.cluster011,37.413822,-79.882225,cf_saccharide
2516143022_scaffold1.cluster012,-1.7251472,-45.623093,indole
2516143022_scaffold1.cluster013,8.025692,68.98971,cf_putative
2516143022_scaffold1.cluster014,7.0815187,5.131602,cf_putative
2516143022_scaffold1.cluster015,20.981098,49.063683,lantipeptide
2516143022_scaffold1.cluster016,10.608033,-28.623068,amglyccycl
2516143022_scaffold1.cluster017,-21.231377,-57.155605,cf_putative
2516143022_scaffold1.cluster018,37.373985,-46.99589,terpene
2516143022_scaffold1.cluster019,41.872055,13.402019,thiopeptide
2516143022_scaffold1.cluster020,14.45046,-19.028204,cf_putative
2516143022_scaffold1.cluster021,-84.050316,-3.861226,t2pks-cf_fatty_acid 
2516143022_scaffold1.cluster022,51.135906,28.485561,cf_saccharide-siderophore
2516143022_scaffold1.cluster023,-88.00372,-26.407742,cf_putative
2516143022_scaffold1.cluster024,-50.444244,73.374245,cf_putative
2516143022_scaffold1.cluster025,-21.28649,-50.871624,cf_putative
2516143022_scaffold1.cluster026,2.6753354,51.11353,fused
2516143022_scaffold1.cluster027,-21.921501,-18.644176,butyrolactone
2516143022_scaffold1.cluster028,40.261093,-18.468765,t1pks-nrps
2516143022_scaffold1.cluster029,-81.03669,20.01987,t1pks
2516143022_scaffold1.cluster030,-20.019068,-23.983809,cf_putative
2516143022_scaffold1.cluster031,1.339478,-74.13316,bacteriocin-t1pks
2516143022_scaffold1.cluster032,74.75027,-37.435467,cf_putative
2516143022_scaffold1.cluster033,53.5609,58.386616,cf_putative
2516143022_scaffold1.cluster034,79.36909,-20.468117,cf_fatty_acid 
2516143022_scaffold1.cluster035,17.32658,-47.8034,t1pks-nrps
2516143022_scaffold1.cluster036,56.286907,-29.049799,cf_putative
2516143022_scaffold1.cluster037,58.762215,-54.85293,cf_putative
2516143022_scaffold1.cluster038,-33.926506,-29.256136,cf_putative
2516143022_scaffold1.cluster039,79.839935,25.318123,cf_putative
2516143022_scaffold1.cluster040,15.982978,-17.65045,cf_putative
2516143022_scaffold1.cluster041,-9.4311695,-38.70992,cf_putative
2516143022_scaffold1.cluster042,64.412895,4.281886,t3pks
2516143022_scaffold1.cluster043,20.09356,-63.643158,terpene-cf_saccharide-nrps
2516143022_scaffold1.cluster044,-6.9018307,50.159267,cf_putative
2516143022_scaffold1.cluster045,-70.9643,8.201502,cf_putative
2516143022_scaffold1.cluster046,0.71865445,37.09634,cf_putative
2516143022_scaffold1.cluster047,-16.876068,-31.196087,cf_putative
2516143022_scaffold1.cluster048,14.347197,2.6548638,cf_putative
2516143022_scaffold1.cluster049,97.89672,-4.9233627,lantipeptide-nrps
2516143022_scaffold1.cluster050,5.518582,23.783926,cf_putative
2516143022_scaffold1.cluster051,-28.77818,-10.004115,cf_putative
2516143022_scaffold1.cluster052,7.0330677,-52.212723,t1pks
2516143022_scaffold1.cluster053,-49.622234,13.047891,cf_putative
2516143022_scaffold1.cluster054,-42.898796,44.06855,cf_putative
2516143022_scaffold1.cluster055,12.330778,13.420459,lantipeptide
2516143022_scaffold1.cluster056,-33.00772,-67.00961,ladderane
2516143022_scaffold1.cluster057,-62.513653,-47.383442,t1pks
2516143022_scaffold1.cluster058,-2.4778795,-10.947591,terpene
2516143022_scaffold1.cluster059,-61.013237,-4.50132,cf_putative
2516653042_c00001_Salpac5...cluster001,49.44484,-16.326406,t1pks
2516653042_c00001_Salpac5...cluster002,1.7245996,-69.49898,bacteriocin-t1pks
2516653042_c00001_Salpac5...cluster003,72.82454,-37.819267,cf_putative
2516653042_c00001_Salpac5...cluster004,57.707497,46.408947,cf_putative
2516653042_c00001_Salpac5...cluster005,-2.0044944,10.616455,cf_putative
2516653042_c00001_Salpac5...cluster006,76.18908,-15.821374,cf_fatty_acid 
2516653042_c00001_Salpac5...cluster007,-4.8166237,-21.732967,cf_putative
2516653042_c00001_Salpac5...cluster008,51.47843,-47.559322,cf_putative
2516653042_c00001_Salpac5...cluster009,-26.064224,-18.69186,cf_putative
2516653042_c00001_Salpac5...cluster010,69.43905,24.362995,cf_putative
2516653042_c00001_Salpac5...cluster011,29.25973,0.19805937,lantipeptide-nrps
2516653042_c00001_Salpac5...cluster012,18.279905,22.306524,cf_putative
2516653042_c00001_Salpac5...cluster013,72.67936,6.6593394,t3pks
2516653042_c00001_Salpac5...cluster014,25.59617,13.576984,t2pks-cf_fatty_acid 
2516653042_c00001_Salpac5...cluster015,20.155489,-63.601494,terpene-cf_saccharide-nrps
2516653042_c00001_Salpac5...cluster016,-73.0956,5.8636947,cf_putative
2516653042_c00001_Salpac5...cluster017,-30.846357,55.662003,cf_putative
2516653042_c00001_Salpac5...cluster018,97.395096,-8.266455,lantipeptide-nrps
2516653042_c00001_Salpac5...cluster019,-27.60257,18.369246,cf_putative
2516653042_c00001_Salpac5...cluster020,-18.525715,30.18563,cf_putative
2516653042_c00001_Salpac5...cluster021,3.4437134,26.294695,lantipeptide
2516653042_c00001_Salpac5...cluster022,-19.630234,2.0845108,cf_putative
2516653042_c00001_Salpac5...cluster023,-44.29256,44.423546,cf_putative
2516653042_c00001_Salpac5...cluster024,0.9186707,-8.093882,cf_putative
2516653042_c00001_Salpac5...cluster025,-5.609287,-17.349358,cf_putative
2516653042_c00001_Salpac5...cluster026,-4.8412423,17.15456,cf_putative
2516653042_c00001_Salpac5...cluster027,-20.098843,31.100903,cf_putative
2516653042_c00001_Salpac5...cluster028,-21.238163,85.60818,cf_saccharide
2516653042_c00001_Salpac5...cluster029,-14.689997,70.79209,cf_putative
2516653042_c00001_Salpac5...cluster030,15.125881,57.85142,other
2516653042_c00001_Salpac5...cluster031,-23.902088,24.560349,butyrolactone
2516653042_c00001_Salpac5...cluster032,31.687737,-4.136714,nrps
2516653042_c00001_Salpac5...cluster033,19.936983,-45.25189,t1pks-nrps
2516653042_c00001_Salpac5...cluster034,33.65111,-80.66855,cf_saccharide
2516653042_c00001_Salpac5...cluster035,21.82561,-42.320236,t1pks-cf_fatty_acid -indole-nrps
2516653042_c00001_Salpac5...cluster036,8.202425,68.00526,cf_putative
2516653042_c00001_Salpac5...cluster037,-12.89687,6.1480956,bacteriocin
2516653042_c00001_Salpac5...cluster038,19.630354,-43.219242,nrps
2516653042_c00001_Salpac5...cluster039,-10.66355,32.16876,cf_putative
2516653042_c00001_Salpac5...cluster040,14.22456,-6.2032843,amglyccycl-cf_saccharide
2516653042_c00001_Salpac5...cluster041,35.24261,-42.115505,thiopeptide-terpene
2516653042_c00001_Salpac5...cluster042,-80.20207,-7.129966,t2pks-cf_fatty_acid 
2516653042_c00001_Salpac5...cluster043,44.605366,20.492548,siderophore
2516653042_c00001_Salpac5...cluster044,-93.2433,-24.066338,cf_putative
2516653042_c00001_Salpac5...cluster045,-46.701702,76.2991,cf_putative
2516653042_c00001_Salpac5...cluster046,3.880596,-41.48011,t1pks
2516653042_c00001_Salpac5...cluster047,-62.505,-34.391705,t1pks-nrps
2517287019_c00001_Salpac3...cluster001,-60.923786,-22.526304,t1pks
2517287019_c00001_Salpac3...cluster002,21.030901,-43.33785,nrps
2517287019_c00001_Salpac3...cluster003,6.657884,-51.697567,t1pks
2517287019_c00001_Salpac3...cluster004,-17.48646,-40.401752,cf_putative
2517287019_c00001_Salpac3...cluster005,-47.683292,74.74879,cf_putative
2517287019_c00001_Salpac3...cluster006,-92.98062,-24.485472,cf_putative
2517287019_c00001_Salpac3...cluster007,41.844063,19.864733,cf_putative
2517287019_c00001_Salpac3...cluster008,-79.89617,-7.2411737,t2pks-cf_fatty_acid 
2517287019_c00001_Salpac3...cluster009,32.608894,-36.5137,thiopeptide-terpene-siderophore
2517287019_c00001_Salpac3...cluster010,16.521599,-30.866884,amglyccycl-cf_saccharide
2517287019_c00001_Salpac3...cluster011,-11.909237,8.010792,bacteriocin
2517287019_c00001_Salpac3...cluster012,41.54851,-14.553781,t2pks
2517287019_c00001_Salpac3...cluster013,-10.070569,-52.658615,cf_putative
2517287019_c00001_Salpac3...cluster014,38.288567,-74.898605,cf_saccharide
2517287019_c00001_Salpac3...cluster015,20.563656,-46.92245,t1pks-nrps
2517287019_c00001_Salpac3...cluster016,-17.15515,-77.68264,other
2517287019_c00001_Salpac3...cluster017,-13.737686,70.31723,cf_putative
2517287019_c00001_Salpac3...cluster018,-19.860111,86.20725,cf_saccharide
2517287019_c00001_Salpac3...cluster019,-8.720047,-18.19772,fused
2517287019_c00001_Salpac3...cluster020,-58.786713,1.7958934,cf_putative
2517287019_c00001_Salpac3...cluster021,0.36576816,-12.484334,cf_putative
2517287019_c00001_Salpac3...cluster022,-27.698288,58.229237,cf_putative
2517287019_c00001_Salpac3...cluster023,-34.746258,27.09403,cf_putative
2517287019_c00001_Salpac3...cluster024,-0.018883843,-7.9024763,cf_putative
2517287019_c00001_Salpac3...cluster025,29.925444,0.60100645,nrps
2517287019_c00001_Salpac3...cluster026,21.63193,-6.2239437,other
2517287019_c00001_Salpac3...cluster027,-51.130398,45.353073,cf_putative
2517287019_c00001_Salpac3...cluster028,-43.54648,19.23102,cf_putative
2517287019_c00001_Salpac3...cluster029,28.906399,-36.060707,lantipeptide-t1pks-nrps
2517287019_c00001_Salpac3...cluster030,-0.52738565,-0.1434828,cf_putative
2517287019_c00001_Salpac3...cluster031,-14.7899,26.778746,cf_putative
2517287019_c00001_Salpac3...cluster032,-27.142763,-9.757338,cf_putative
2517287019_c00001_Salpac3...cluster033,27.12752,39.641903,cf_putative
2517287019_c00001_Salpac3...cluster034,11.174716,13.127186,cf_putative
2517287019_c00001_Salpac3...cluster035,-32.847755,-44.267704,cf_putative
2517287019_c00001_Salpac3...cluster036,-1.4534754,52.235397,cf_putative
2517287019_c00001_Salpac3...cluster037,20.185555,-66.45621,terpene-nrps
2517287019_c00001_Salpac3...cluster038,73.596245,6.986192,t3pks
2517287019_c00001_Salpac3...cluster039,21.325285,-4.8248825,cf_fatty_acid -furan
2517287019_c00001_Salpac3...cluster040,-1.8763968,-2.0284688,cf_putative
2517287019_c00001_Salpac3...cluster041,-24.179369,21.456457,cf_putative
2517287019_c00001_Salpac3...cluster042,-5.003403,-27.014013,cf_putative
2517287019_c00001_Salpac3...cluster043,67.99165,24.918793,cf_putative
2517287019_c00001_Salpac3...cluster044,-30.998981,-25.1093,cf_putative
2517287019_c00001_Salpac3...cluster045,52.53707,-45.864185,cf_putative
2517287019_c00001_Salpac3...cluster046,-9.1940775,-26.59101,cf_putative
2517287019_c00001_Salpac3...cluster047,77.03374,-15.007957,cf_fatty_acid 
2517287019_c00001_Salpac3...cluster048,11.878202,24.397945,cf_putative
2517287019_c00001_Salpac3...cluster049,58.84442,47.236073,cf_putative
2517287019_c00001_Salpac3...cluster050,12.592215,-93.631004,cf_putative
2517287019_c00001_Salpac3...cluster051,1.8856497,-70.39371,bacteriocin-t1pks
2517287019_c00001_Salpac3...cluster052,4.118087,-30.879827,cf_putative
2517287019_c00001_Salpac3...cluster053,31.419777,-0.8663187,nrps
2517287019_c00001_Salpac3...cluster054,28.213015,-11.683359,nrps
2517287019_c00001_Salpac3...cluster055,-14.935787,28.106607,butyrolactone
2517287019_c00001_Salpac3...cluster056,-47.680252,-22.072386,t1pks
34950.assembled_unknown.cluster001,17.526672,48.29846,siderophore
34950.assembled_unknown.cluster002,10.436557,26.118994,cf_putative
34950.assembled_unknown.cluster003,-22.339397,-15.524165,cf_putative
34950.assembled_unknown.cluster004,1.3933139,-17.438488,other
34950.assembled_unknown.cluster005,18.522915,27.485569,cf_putative
34950.assembled_unknown.cluster006,-21.534147,-15.41238,cf_putative
34950.assembled_unknown.cluster007,-3.304571,39.96662,cf_putative
34950.assembled_unknown.cluster008,17.59526,26.85633,cf_putative
34950.assembled_unknown.cluster009,8.607235,13.53867,cf_putative
34950.assembled_unknown.cluster010,-25.989508,50.407753,cf_putative
34950.assembled_unknown.cluster011,-0.281701,-47.9409,t2pks
34950.assembled_unknown.cluster012,45.47876,9.852243,cf_putative
34950.assembled_unknown.cluster013,-24.972988,50.619827,cf_putative
34950.assembled_unknown.cluster014,-2.6199515,-13.844317,terpene
34950.assembled_unknown.cluster015,29.975368,-0.60706025,nrps
34950.assembled_unknown.cluster016,-18.879232,30.591888,cf_putative
34950.assembled_unknown.cluster017,46.09633,-14.889815,ASpks TB sRNA
34950.assembled_unknown.cluster018,-5.799386,8.585022,cf_putative
34950.assembled_unknown.cluster019,-0.07008694,37.740234,siderophore
34950.assembled_unknown.cluster020,33.09326,41.868774,terpene
34950.assembled_unknown.cluster021,-12.306273,19.065052,cf_putative
34950.assembled_unknown.cluster022,26.215187,40.29922,cf_putative
34950.assembled_unknown.cluster023,2.7293892,-8.740771,cf_fatty_acid 
34950.assembled_unknown.cluster024,24.64877,15.280646,cf_putative
34950.assembled_unknown.cluster025,24.598644,42.049744,nrps-phenazine
34950.assembled_unknown.cluster026,23.873768,52.450443,cf_putative
34950.assembled_unknown.cluster027,34.04556,35.76443,cf_putative
34950.assembled_unknown.cluster028,23.828125,-5.6088943,nrps
34950.assembled_unknown.cluster029,29.073889,31.627201,cf_putative
34950.assembled_unknown.cluster030,-11.182074,28.806303,cf_putative
34950.assembled_unknown.cluster031,19.198072,26.80967,lantipeptide
34950.assembled_unknown.cluster032,25.36326,33.462894,tRNA_His_GTG
34950.assembled_unknown.cluster033,6.407052,48.713436,cf_putative
34950.assembled_unknown.cluster034,18.1632,20.790232,cf_putative
34950.assembled_unknown.cluster035,-5.792968,5.9005547,cf_putative
34950.assembled_unknown.cluster036,-6.3083167,-22.620773,cf_putative
34950.assembled_unknown.cluster037,-20.09739,28.469612,cf_putative
34950.assembled_unknown.cluster038,1.9103158,-11.838908,TPP riboswitch (THI element)
34950.assembled_unknown.cluster039,-42.86808,19.18858,cf_putative
34950.assembled_unknown.cluster040,14.306263,57.371155,cf_saccharide
34950.assembled_unknown.cluster041,38.37921,13.470999,lassopeptide
34950.assembled_unknown.cluster042,-5.369305,10.753376,cf_putative
34950.assembled_unknown.cluster043,39.790367,14.677356,ydaO/yuaA leader
34950.assembled_unknown.cluster044,-2.1580386,6.880544,cf_putative
34950.assembled_unknown.cluster045,31.630995,42.697647,tRNA_Glu_TTC
34950.assembled_unknown.cluster046,23.24584,37.88335,tRNA_Gly_CCC
34950.assembled_unknown.cluster047,3.3170097,-8.297494,cf_putative
34950.assembled_unknown.cluster048,13.89554,27.234404,lassopeptide
34950.assembled_unknown.cluster049,-2.9776704,6.1480503,cf_putative
34950.assembled_unknown.cluster050,36.828808,17.765083,terpene
34950.assembled_unknown.cluster051,-59.318607,2.9112897,cf_putative
34950.assembled_unknown.cluster052,29.402422,33.397396,cf_putative
34950.assembled_unknown.cluster053,6.6817994,22.19093,cf_putative
34950.assembled_unknown.cluster054,13.920541,44.651237,bacteriocin
34950.assembled_unknown.cluster055,16.527433,22.070438,cf_putative
34950.assembled_unknown.cluster056,10.375563,63.75622,cf_fatty_acid 
34950.assembled_unknown.cluster057,9.890748,66.16634,tRNA_Ala_TGC
34950.assembled_unknown.cluster058,44.907597,-8.391256,tRNA_Arg_CCT
34950.assembled_unknown.cluster059,9.461627,43.589603,ectoine
34950.assembled_unknown.cluster060,-17.507515,10.069059,cf_putative
34950.assembled_unknown.cluster061,22.223074,45.954754,Cobalamin riboswitch
34950.assembled_unknown.cluster062,39.1908,17.128107,lantipeptide-lassopeptide
34950.assembled_unknown.cluster063,23.184223,30.092218,cf_putative
34950.assembled_unknown.cluster064,15.275697,-32.942715,cf_putative
34950.assembled_unknown.cluster065,-12.386314,23.693007,cf_putative
34950.assembled_unknown.cluster066,22.017527,39.049854,t3pks-terpene
34950.assembled_unknown.cluster067,13.717633,-18.6937,cf_putative
34950.assembled_unknown.cluster068,-2.3968983,-15.097448,cf_putative
34950.assembled_unknown.cluster069,3.6710203,16.970608,cf_putative
34950.assembled_unknown.cluster070,-7.4533916,7.0444984,cf_putative
34950.assembled_unknown.cluster071,48.468678,15.94706,cf_putative
34950.assembled_unknown.cluster072,24.781984,33.59391,cf_putative
34950.assembled_unknown.cluster073,-18.158049,0.30051482,cf_putative
34950.assembled_unknown.cluster074,18.137457,51.19149,cf_putative
34950.assembled_unknown.cluster075,36.23624,19.826574,terpene
